北中心测试环境有几套，都是什么环境？	八套环境
客户在柜面查询卡下有网银批量扣收个人协议？登入网银在哪里查询这个协议？或者怎么注	客户就是想查这个协议什么时候签订的？这个协议扣的是什么钱？那里能查到，拜托老师了
PBMS系统从上周五开始就发送不了短信，显示“请等待后台异步处理”	当短信发送量较大时，短信转到后台异步发送，基本相当于准实时。因此该提示并不是表示短信发不出去。
请问办理换卡不换号业务时，新卡产品名称处是空白，卡是95588开头的，	灵通卡不支持换卡不换号 955888的话要看有没有复合介质类型的产品
柜面做社保卡挂失换卡，提示终止服务，如何处理	7688看下&nbsp;
保函状态与保函登记簿不匹配	手工新增一个许可证，金额为零，再做保证金退回，选择销户计息
请教有财智账户卡的单位客户怎么从前台报表打印存款对账单？	如果账户挂到财智账户卡下，回单和对账单就都是自助打印，无法从前台报表中打印。如果该账户尚未挂卡，则可以前台报表系统打印。谢谢
求助，关于我行资金池收费的主机计算方式	麻烦您在法客系统查询这个资金池子协议的最后一个页签，收费设置中的设置，以下一步分析。
请问向境外汇款，我们怎么区分什么情况下用swift，什么情况下用大额行号？
我们	一般来说，只有跨境人民币业务会涉及选择SWIFT或者跨行大额的渠道，如果收款人所在地区开通了跨行大额，且有我行作为该地区的人民币清算行（比如新加坡、俄罗斯等），这时可以选择跨行大额通路，使用行号；其他
手机银行一直在用，最近却会提示尚未预留手机号，需要登陆网银预留后才能用。。。	以前不是用注册手机号方式登录的吧？如果预留后仍不能使用，请邮件提供客户信息发我进一步详查，谢谢
前台为信用卡还款，提示“交易失败6637账户授权仅允许参数表中没有满足条件的记录”	请提供下卡bin和
技术和安全	是由测试二部牵头。
企业网银与对公存量结算套餐	前期结现做的对公存量客户结算套餐，在套餐到期前，如果企业网银到期，是否必须到网点进行证书展期。
集团一集账户销户，下挂二级账户无法解除下挂	已解决，对集团二级账户做销户计息处理，后查询集团二级账户额度，3838交易调整对应额度负数，额度清零后可解除挂接
结算套餐签定后未扣收成功是什么原因？	看看协议是否闭环，是否完成复核和确认?账户状态是否正常。
进入记数据中心密码是多少	不太确定您问的是哪类密码，楼上张总说的是下载密码，如果是登陆的话，是用统一认证用户和密码登陆。
广东分行汕尾保卫部反映GICC平台-业务外包管理-日常管理-提交审批时没有下一处理人选择，请见截图。该系统之前是可以正常操作的，请指导如何操作，谢谢!	您好，这个问题现在正在分析中，烦请留下联系人联系方式，有结果后我们将尽快与您联系，谢谢！
营改增之前的发票记录如何产生	需要你行通过提交正式的生产数据变更申请解决。
营改增后客户先要专票才付款，我行怎样开专票？	不支持先开票后付款。
新换的身份证，7646显示身份证号码不存在，到底是什么原因？鉴别仪可以识别	现在是普遍现象了，鉴别仪可以识别，辅助证件和系统留存都显示正常，是公安系统原因吗
移动公司利率上浮	2612&#21046;&#21333;&#26102;&#26410;&#36755;&#20837;&#35768;&#21487;&#35777;&#21040;&#26399;&#26085;
求助，签定了结算套餐后，账户也有资金，但扣收费用不成功，年末了，急求助！！！	请将签订的结算套餐协议具体信息页面邮件发我下，以便分析，谢谢
网点核算要素入库误用主任的号可以吗	请将问题要素补充完整，什么交易在哪个环节，输入了什么，报什么错。
浣犲ソ馃槉璇烽棶锛屽鎴风殑淇＄敤鍗＄姸鎬佹槸琚吉鍐掑崱锛屽湪鏌滈潰濡備綍涓哄鎴峰鐞嗭紵璋㈣阿馃槉	结案后可以销卡或换卡
求助:关于增值税发票冲销重开的问题	请您让对应的上级分行申请红字信息并打印红字发票把该笔蓝字发票冲掉，然后重新打印一笔蓝字发票。哪个上级分行把发票打印权收回去的，找哪个分行即可。
客户e时代账户卡账户信息中有空格，客户已在上海办理了挂失，请问如何处理？	只能开户网点做4209删除后，1210修改户名
使用建行借记卡注册我行手机银行，上传资料后提示“对不起，交易异常”。没有错误代码	请提供截图 数据详查
如何设置柜员对客户资金流水柜面查询权限	方法一：通过参数管理系统设置查询流水交易权限为需授权；方法二：封闭查询交易操作权限。以上都会影响柜面正常查询业务办理效率，请谨慎使用。
关于保证金账户轮候冻结的操作	保证金户不支持轮候冻结。
请问一下单位结算帐户被有权机关冻结后，系统不计息，前台报表中有《往来户冻结计息单》	往来户解冻后系统不会在下个计息周期自动给客户补息，需要通过3704补充计息交易处理，在交易界面选择对公冻结户应付利息处理选项。图中的利息=35213.98/360=97.82
请问怎样切换专业	我理解应该是提问后想切换标签吧？提问者无需切换，后台专家如发现标签非本专业会进行转处理操作，转到对应标签专家答复，这样也是为了减少提问者的负担，不用过于担心提问标签选择不准确。
合作机构影像加载	请在影像授权中对操作柜员进行授权。
自营贷款跨地区转移	您好，划转操作比较复杂，需要具体情况具体处理，请将详细信息发我notes邮箱。
是否还有其他交易可以冲正中间业务治入账户?	收入(治入)
信用卡有两张闪酷，将闪酷卡挂失了，对闪酷卡预约销户时提示“状态不符”，如何处理？	预约销户时要求账户下所有的卡片都要满足销户条件，包括主卡和附属卡，请再核实下该账户下所有卡片的状态。
微信缴交非税后我行能为客户提供缴费凭证吗？	微信收费涉及广东分行特色业务，请广东分行科技或运管同事答复。
关于保密户调整的问题	&#35831;&#38382;&#26159;&#20160;&#20040;&#26679;&#30340;&#36134;&#25143;&#65311;&#24320;&#30340;&#23
非主营业务销项税额247615科目有借方发生额后，可不可以和247632科目直接转	重复问题。
员工无法使用对公客户营销管理系统	您好，该问题如果是在生产环境发生，属于正常权限控制。统一认证系统展示的应用系统会根据该应用系统是否启用集中授权和是否上传用户清单两个层面控制。启用集中授权则会判断登录用户所属机构是否在应用系统可访问部
请问工银e安全在哪里下载？	在融e联-我的-设置-关于-行内应用市场-工银e安全
融e联中的 还款计划表是基于什么进行查询，身份证？注册融e联手机号？	您好:融e联是根据客编查询的，只给实名用户推送.
广州分行资产转让业务疑难问题求助	请将原邮件转我，需信贷部门一起分析。
